gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
Chchd5	464.3133	-0.2950739	0.09970762	0.002192918	0.004705361
Chchd6	108.4415	0.05567785	0.15327673	0.6951194	0.7837203
Chchd7	239.1754	-1.07268	0.11442607	1.347721e-22	7.871299e-22
Chct1	2.319122	0.3274506	0.69233473	0.2828369	0.3966594
Chd1	4736.195	-0.2096962	0.02989141	1.926094e-12	7.607831e-12
Chd1l	831.8968	0.3435947	0.06490911	7.86493e-08	2.416e-07
Chd2	3763.205	-1.018593	0.04891738	5.263698e-98	1.218322e-96
Chd3	8712.992	0.4201578	0.03446238	1.929322e-34	1.592674e-33
Chd4	19859.39	-0.06684224	0.03621462	0.06361854	0.1082648
Chd5	99.83927	-2.524804	0.20298755	1.112104e-36	9.631083e-36
Chd6	1614.677	0.1745309	0.05470612	0.001251199	0.00276784
Chd7	1737.494	-0.05280033	0.05431301	0.3257643	0.4437668
Chd8	3948.187	0.2311526	0.03721602	4.2634e-10	1.489881e-09
Chd9	1017.01	-0.25961	0.07232926	0.0002543453	0.0006019272
Chdh	227.5085	-0.9507741	0.11289909	1.14015e-18	5.81654e-18
Chek1	609.5523	-0.08088952	0.07340768	0.2612348	0.3717828
Chek2	1031.892	-0.2442244	0.05852729	2.377169e-05	6.14102e-05
Cherp	2460.086	0.2356038	0.05211647	4.946558e-06	1.347317e-05
Chfr	1675.573	0.03528498	0.04817165	0.4600724	0.5791868
Chga	1.358974	-0.4875329	0.898463	0.1617773	0.24776
Chgb	1.122675	0.06550262	0.64924432	0.8108959	0.8702894
Chi3l1	1.136537	0.06085879	0.64769664	0.8238905	0.8783727
Chic1	6.252152	0.5276757	0.73701665	0.1204455	0.1918468
Chic2	2250.634	-0.9500835	0.03945488	1.08384e-129	3.518389e-128
Chid1	721.6484	0.6109705	0.07240776	8.752607e-18	4.334524e-17
Chil4	0.1290614	0.05548383	0.9673458	0.8325408	NA
Chil5	2.415839	0.09048466	0.54772235	0.7350084	0.8152895
Chil6	3.360072	0.3753493	0.64372658	0.2204261	0.3226685
Chit1	38.75867	2.465511	0.33335653	9.963905e-15	4.350069e-14
Chka	1564.408	-0.7184439	0.05124523	1.712967e-45	1.785255e-44
Chkb	1183.156	-0.3425765	0.05916468	4.628926e-09	1.531061e-08
Chl1	67.90048	1.530463	0.22751775	8.419429e-13	3.364187e-12
Chm	1403.233	0.1181357	0.04584569	0.009389175	0.01854836
Chml	921.4205	0.6476255	0.05666384	6.726375e-31	5.06096e-30
Chmp1a	3664.544	0.4871493	0.03524947	8.941057e-44	8.995958e-43
Chmp1b	1708.12	0.04402661	0.04663657	0.3412934	0.4605454
Chmp1b2	1481.97	0.353932	0.05203355	6.661269e-12	2.559147e-11
Chmp2a	5442.033	-0.3385661	0.03632102	7.683604e-21	4.24273e-20
Chmp2b	3654.352	0.04188623	0.03556147	0.2366497	0.3425075
Chmp3	5062.387	0.01775162	0.03141407	0.5706097	0.682115
Chmp4b	13069.5	-0.1923027	0.03001171	1.273758e-10	4.586329e-10
Chmp4c	803.1043	0.7361859	0.0621381	2.835042e-33	2.269572e-32
Chmp5	3664.736	-0.3334453	0.03753241	4.353429e-19	2.257746e-18
Chmp6	2132.892	-0.4293902	0.04728931	5.907313e-20	3.167032e-19
Chmp7	1499.002	-0.185793	0.04625817	5.128058e-05	0.0001284098
Chn1	18.68438	0.08756314	0.29870686	0.6993337	0.7868361
Chn1os3	0.2517037	0.002020129	0.94796674	0.9938789	NA
Chn2	348.2253	1.763186	0.0976548	9.586928e-74	1.646686e-72
Chodl	1.444972	-0.009320651	0.64568329	0.9726741	0.9876471
Chordc1	1646.75	-0.08492205	0.04758777	0.07190436	0.1210978
Chp1	9356.411	-0.1259064	0.02920073	1.517472e-05	3.986984e-05
Chp2	0.3605575	-0.01531931	0.90438733	0.9546189	NA
Chpf	592.5232	0.0005598678	0.07598211	0.9940005	0.9968008
Chpf2	836.7364	0.6273632	0.06066456	1.148376e-25	7.481657e-25
Chpt1	378.9829	-0.814147	0.10328657	2.368823e-16	1.108493e-15
Chrac1	1395.421	0.09813625	0.05493077	0.07080053	0.1193848
Chrd	57.80698	1.840579	0.23620516	6.61701e-16	3.042646e-15
Chrdl1	0.4992477	-0.1673829	0.83769042	0.560424	NA
Chrdl2	1.61986	0.3409565	0.77202614	0.2766668	0.3897422
Chrm1	1.00674	-0.1250876	0.68573817	0.6546404	0.7509977
Chrm2	0.1290614	0.05548383	0.9673458	0.8325408	NA
Chrm3	5.873064	-0.3505874	0.51693886	0.2193305	0.3214065
Chrm4	3.284159	0.05061665	0.48321502	0.8454395	0.8921515
Chrm5	0.2517742	-0.1119764	0.97398274	0.6762804	NA
Chrna1	0.3760462	0.07647073	0.87015459	0.7813201	NA
Chrna10	0.2486866	0.1101941	0.98607124	0.6785221	NA
Chrna1os	1.655009	0.04731601	0.58935857	0.8604079	0.9023204
Chrna2	2.251718	0.537466	0.80926243	0.124526	0.1975841
Chrna3	0.1278316	0.05548383	0.9673458	0.8325408	NA
Chrna4	0.7596298	0.1550249	0.76365115	0.5872143	0.6968584
Chrna5	0.8570219	0.1004375	0.71628263	0.7188256	0.8022094
Chrna6	0.3692512	-0.06248351	0.90991653	0.8176048	NA
Chrna7	0.243498	-0.1091213	0.97710764	0.6830143	NA
Chrna9	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Chrnb1	1147.213	-0.5719533	0.05498146	7.973908e-26	5.213088e-25
Chrnb2	52.0115	3.796089	0.34493876	2.014139e-29	1.45704e-28
Chrnb4	1.38143	0.161175	0.6782175	0.5684535	0.6801281
Chrnd	43.26211	-0.17217	0.21454883	0.3537039	0.4730563
Chrne	0.2540149	0.01578654	0.94726682	0.9522463	NA
Chrng	0.2459446	-0.1096102	0.9757902	0.6820012	NA
Chst1	0.9352468	0.1070619	0.73902309	0.702371	0.7889207
Chst10	0.3749443	0.06763157	0.90941611	0.8032101	NA
Chst11	146.3374	2.090779	0.15629557	9.979239e-42	9.627634e-41
Chst12	37.8151	0.8905605	0.29450051	0.0001531165	0.0003689162
Chst13	0.897697	-0.1803851	0.82123143	0.5332225	0.6471263
Chst14	137.6583	-0.7315775	0.14433525	5.134959e-08	1.595191e-07
Chst15	32.23884	-3.014731	0.42942973	1.001135e-13	4.169747e-13
Chst2	15.27794	1.144469	0.52746766	0.001303008	0.002875978
Chst3	5.247373	-0.2559849	0.52913675	0.3574636	0.4771265
Chst4	406.0584	0.2718184	0.09490089	0.003115545	0.006570332
Chst5	0.243498	-0.1091213	0.9771077	0.6830144	NA
Chst7	66.46213	0.2714735	0.21996279	0.1508923	0.234006
Chst8	1.750826	-1.239754	1.36097234	0.021311	0.03981781
Chsy1	630.4902	-0.8306715	0.07766158	6.843184e-28	4.76668e-27
Chsy3	2.234597	-0.7414045	0.96087372	0.06527951	0.1108447
Chtf18	1013.9	-0.03846764	0.06650206	0.5567576	0.6696271
Chtf8	2401.87	0.5487547	0.04576879	1.478497e-33	1.191919e-32
Chtop	6737.84	0.0634384	0.03327108	0.05553461	0.09565891
Chuk	1826.089	-0.03856374	0.04683261	0.4064892	0.5281973
Churc1	1680.611	-0.1424093	0.04648912	0.002009446	0.004330134
Ciao1	1167.548	-0.06326958	0.05421034	0.2380925	0.3441064
Ciao2a	2390.149	-0.1564923	0.0418191	0.0001648214	0.0003962393
Ciao2b	1337.935	-0.6406838	0.05334782	7.42744e-34	6.053965e-33
Ciao3	545.6324	0.02954467	0.07030044	0.6688683	0.7627005
Ciapin1	1306.359	0.3619616	0.05733391	1.730542e-10	6.187872e-10
Ciart	536.101	-1.150319	0.08616406	2.111952e-42	2.065531e-41
Cib1	2792.616	0.8002586	0.03744621	1.992629e-102	4.834291e-101
Cib2	401.401	-0.3066286	0.08475517	0.0002078461	0.0004954614
Cib3	9.2037	3.351167	0.85387207	2.494709e-06	6.949906e-06
Cib4	1.768071	0.4754256	0.84221737	0.1646476	0.2515402
Cibar1	350.8835	0.3422553	0.10319735	0.0005864915	0.001342577
Cibar2	0.7853562	-0.1311177	0.7751318	0.6432622	0.7421514
Cic	3646.176	-0.01254596	0.03931012	0.7482328	0.8258762
Cidea	24.00117	-0.9094705	0.36248822	0.0007706113	0.001741086
Cideb	26.90354	5.379093	0.76237619	8.93334e-14	3.730537e-13
Cidec	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Ciita	6.48696	1.543265	0.91153026	0.002994009	0.006329542
Cilk1	1089.818	0.6610237	0.0552833	1.244468e-33	1.006002e-32
Cilp	1.2446	0.005818363	0.68486642	0.9830582	0.9926258
Cilp2	3.951845	0.2144531	0.55479659	0.4393354	0.5603236
Cimap1a	0.2569641	0.002051324	0.94519793	0.9937945	NA
Cimap1b	0.5102478	-0.1440511	0.85729075	0.6116556	0.717147
Cimap1c	0.784206	0.1502542	0.85930563	0.5974228	0.705306
Cimap1d	0.1290614	0.05548383	0.9673458	0.8325408	NA
Cimap2	0.4896541	-0.3109191	0.96966627	0.3183126	NA
Cimap3	0.1290614	0.05548383	0.9673458	0.8325408	NA
Cimip2a	1.214324	0.005234292	0.68658405	0.9847624	0.9935691
Cimip2b	1.721442	0.562884	0.97982859	0.1267749	0.2007974
Cimip3	5.701267	-0.15922	0.43948204	0.5387025	0.6525111
Cimip4	0.1233549	0.05548383	0.9673458	0.8325408	NA
Cinp	1284.884	-0.8997024	0.0547659	4.586144e-62	6.512072e-61
Cip2a	1951.306	-0.1540381	0.054239	0.004079024	0.008474945
Cipc	1171.468	1.645736	0.0655429	4.651743e-140	1.647339e-138
Cir1	1535.661	0.1416994	0.04775826	0.002761729	0.005859486
Cirbp	1659.41	0.2792028	0.04729231	2.647812e-09	8.877351e-09
Cirop	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Cirpil	0.1290614	0.05548383	0.9673458	0.8325408	NA
Cisd1	1086.677	0.1135935	0.06319299	0.0680972	0.1152406
Cisd2	1086.967	0.3024367	0.05322821	9.502524e-09	3.08522e-08
Cisd3	2294.287	-0.07598794	0.04920668	0.1191806	0.1901548
Cish	146.1612	-0.9200096	0.16018336	3.770892e-10	1.322246e-09
Cit	1195.671	-0.5732382	0.05230199	1.956677e-28	1.380641e-27
Cited1	8982.342	-0.9806948	0.03960346	5.124487e-137	1.76628e-135
Cited2	2186.598	-0.7462689	0.05230908	4.225765e-47	4.551129e-46
Cited4	549.7436	1.572021	0.08511367	3.426931e-77	6.190062e-76
Ciz1	1808.73	0.02309256	0.05335086	0.6618714	0.7567701
CJ186046Rik	0.5391139	-0.02834497	0.82285097	0.9179618	0.9456476
CK137956	1.36102	-0.1419744	0.67873938	0.6130834	0.7183711
Ckap2	1495.636	0.4831593	0.05379493	1.239568e-19	6.558718e-19
Ckap2l	1425.027	-0.0870174	0.05614688	0.1168795	0.1869456
Ckap4	2753.608	-1.494803	0.04165572	4.142377e-283	4.015188e-281
Ckap5	4304.695	-0.5364436	0.05062243	1.184933e-26	7.945475e-26
Ckb	172.4084	-5.087212	0.26062502	6.009668e-86	1.205788e-84
Cklf	247.174	-0.4370996	0.11185436	4.693424e-05	0.0001179411
Ckm	1.007546	0.2807798	0.80801072	0.3576747	0.4772231
Ckmt1	6969.828	1.026343	0.03543799	3.740108e-186	1.979956e-184
Ckmt2	0.3715915	0.06674798	0.91024938	0.805616	NA
Cks1b	2354.472	-0.5146707	0.05219267	2.564648e-23	1.539683e-22
Cks1brt	0.6254485	0.2722965	0.84886925	0.371749	0.4923742
Cks2	2263.346	-0.1832406	0.04446819	3.290928e-05	8.398579e-05
Clasp1	2131.51	-0.157015	0.04013844	8.270471e-05	0.0002039562
Clasp2	995.7142	-0.7830836	0.05288965	1.222156e-50	1.414386e-49
Clasrp	1364.173	-0.2662487	0.06008269	7.119364e-06	1.917631e-05
Clba1	91.84447	0.5616198	0.16543728	0.0002076506	0.0004950525
Clca1	373.5338	1.876818	0.09919741	1.10082e-80	2.068018e-79
Clca2	4.110784	-0.1321079	0.47855437	0.6147534	0.7197572
Clca3a1	68.96763	1.278862	0.21392618	5.439271e-11	1.999629e-10
Clca3a2	31.37724	2.630989	0.44413177	1.769114e-10	6.322509e-10
Clca3b	1784.683	1.820201	0.0615269	3.485682e-193	1.977071e-191
Clca4a	6.563915	-0.7364779	0.62916233	0.03410719	0.0613983
Clca4b	3.39798	4.074564	1.42444877	5.161361e-05	0.0001292124
Clca4c-ps	0.1290614	0.05548383	0.9673458	0.8325408	NA
Clcc1	644.5944	0.1886844	0.06879118	0.005244263	0.01074137
Clcf1	215.1482	-0.3360833	0.11815709	0.002876676	0.006094598
Clcn1	21.42233	0.5968643	0.3327221	0.01596062	0.03045529
Clcn2	1227.073	0.9880511	0.05666194	9.600039e-70	1.538838e-68
Clcn3	5776.035	-0.07022142	0.03706642	0.05687244	0.09771874
Clcn4	1624.676	0.4781528	0.04442969	2.468383e-27	1.69029e-26
Clcn5	751.5305	-0.1664388	0.07564436	0.02463343	0.04554736
Clcn6	292.1284	-0.57381	0.09430712	3.692772e-10	1.295734e-09
Clcn7	812.1007	0.4119771	0.06568055	1.99723e-10	7.113131e-10
Clcnka	0.7515889	0.002684847	0.69833681	0.9921962	0.9959794
Clcnkb	0.6205845	0.1207688	0.79760844	0.6685861	0.762505
Cldn1	0.610947	-0.3503829	1.01804586	0.27235	0.3845208
Cldn11	0.3812039	-0.0652355	0.90703106	0.8100801	NA
Cldn12	1797.574	-0.6705693	0.04880134	1.143175e-43	1.146841e-42
Cldn14	0.5072251	0.02229568	0.79804456	0.9355486	NA
Cldn15	59.40878	1.210228	0.2515653	3.560307e-08	1.118814e-07
Cldn18	2.376893	0.6091338	0.83469002	0.0949865	0.1554201
Cldn19	0.37777	0.06783862	0.90728204	0.8027894	NA
Cldn2	866.2589	3.391607	0.09854271	6.405178e-261	5.62729e-259
Cldn20	1.010368	0.2600548	0.82494383	0.3895585	0.511133
Cldn23	366.9027	2.783169	0.10966487	2.140907e-143	7.809394e-142
Cldn24	0.2460287	0.002750084	0.95102673	0.9916519	NA
Cldn3	8879.566	0.2178611	0.03003544	3.365774e-13	1.36764e-12
Cldn34c1	4.44347	-4.639751	1.26355084	4.716167e-06	1.286771e-05
Cldn34c4	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Cldn4	9789.5	-0.6451369	0.03312029	3.85409e-85	7.64376e-84
Cldn5	0.8635188	-0.1692381	0.8248958	0.5566395	0.6695239
Cldn6	2.574019	-0.4513062	0.74332575	0.1698416	0.2581762
Cldn7	10378.28	0.1364986	0.027072	4.268006e-07	1.252377e-06
Cldn8	99.28073	-3.216661	0.21583944	1.35624e-51	1.595495e-50
Cldn9	23.44307	-0.6988806	0.34374963	0.006098985	0.0123754
Cldnd1	1669.402	-0.2333546	0.04921726	1.711384e-06	4.821676e-06
Cldnd2	1.258792	0.03675846	0.69057452	0.8935606	0.9267224
Clec10a	16.74981	3.277242	0.58091359	6.987153e-10	2.415552e-09
Clec11a	25.2627	0.4690406	0.28942116	0.03852389	0.06858362
Clec12a	15.60479	-1.122091	0.59229791	0.002898243	0.006137771
Clec14a	0.1290614	0.05548383	0.9673458	0.8325408	NA
Clec16a	890.4433	-0.1279027	0.0608429	0.03304874	0.0596333
Clec18a	0.3536965	-0.04308504	0.9109616	0.8729911	NA
Clec1a	0.2521771	0.115856	0.97545494	0.6661824	NA
Clec2d	1251.77	3.277717	0.08055379	0	0
Clec2e	64.42931	7.29685	1.01002029	6.670281e-15	2.938225e-14
Clec2f	264.3652	-2.548737	0.12587109	2.407905e-92	5.238525e-91
Clec2g	14.24542	4.680761	0.91579532	1.319237e-08	4.246487e-08
Clec2h	12.71455	4.543889	0.93114763	4.113157e-08	1.286865e-07
Clec2i	0.6204648	0.2494169	0.86161786	0.4069969	0.5284313
Clec2l	1.872966	0.3772137	0.72358474	0.2314595	0.3360321
Clec2m	0.1233549	0.05548383	0.9673458	0.8325408	NA
Clec3b	5.895848	0.4021811	0.51347472	0.1649527	0.2519504
Clec4a1	0.6359692	0.07048943	0.80901172	0.799574	0.8634863
Clec4a2	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Clec4a3	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Clec4b1	0.1278316	0.05548383	0.9673458	0.8325408	NA
Clec4d	0.1278316	0.05548383	0.9673458	0.8325408	NA
Clec4e	0.3764658	0.07643016	0.87000613	0.7814381	NA
Clec4f	0.3679212	0.06635176	0.91143978	0.8066357	NA
Clec5a	0.1290614	0.05548383	0.9673458	0.8325408	NA
Clec7a	0.3827076	-0.065756	0.90668869	0.8086475	NA
Clec9a	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Clgn	0.2453022	0.002947017	0.95142493	0.991052	NA
Clhc1	3.746934	0.2621577	0.56388489	0.3544741	0.4739023
Clic1	22370.91	-0.2515179	0.02877344	1.80685e-18	9.167912e-18
Clic3	235.5002	-0.2480103	0.10802709	0.01681067	0.03198241
Clic4	5161.345	-0.662064	0.03379531	3.907914e-86	7.848521e-85
Clic5	34.78989	-3.042271	0.38514768	1.254333e-16	5.941032e-16
Clic6	0.2499944	-0.1107543	0.97432587	0.6793376	NA
Clint1	4326.467	0.06041621	0.03415974	0.07566704	0.1266463
Clip1	2338.409	-0.292139	0.03915223	6.235355e-14	2.624035e-13
Clip2	1407.478	0.3635267	0.04564183	1.050751e-15	4.789978e-15
Clip3	1.007773	0.3002214	0.79721203	0.329826	0.4485599
Clip4	190.6258	1.302815	0.12895748	1.481749e-25	9.614139e-25
Clk1	3309.752	-0.2194407	0.03196534	5.495711e-12	2.120434e-11
Clk2	895.437	-0.1192857	0.06886933	0.07797694	0.1300939
Clk3	3282.236	-1.006073	0.04826294	3.417269e-98	7.918399e-97
Clk4	1051.74	-0.1574962	0.05134945	0.001946627	0.0042053
Clmn	3256.477	-0.7868243	0.05899423	1.246304e-41	1.200709e-40
Clmp	87.57696	-0.2681299	0.16567913	0.07678314	0.1283096
Cln3	968.1318	0.378927	0.05667923	1.405726e-11	5.320368e-11
Cln5	746.1673	0.1173071	0.06136422	0.05254552	0.09097314
Cln6	1262.12	0.6229008	0.0610103	4.609447e-25	2.940873e-24
Cln8	625.3989	-0.3557275	0.08037019	6.077187e-06	1.645503e-05
Clnk	0.4271562	-0.2172398	0.9607309	0.4544423	NA
Clns1a	2762.24	0.1747876	0.03787262	3.466403e-06	9.56016e-06
Clock	1720.489	0.5328874	0.05177191	2.955677e-25	1.895121e-24
Clp1	601.9047	-0.0267745	0.07194963	0.7046795	0.7907393
Clpb	1242.307	-0.8222158	0.05423655	4.425991e-53	5.356331e-52
Clpp	1322.94	-0.2632302	0.05206297	3.278464e-07	9.684814e-07
Clps	0.9895545	0.4616379	0.9356852	0.1810872	0.2729595
Clpsl2	0.3813425	0.2317698	0.94383059	0.4318268	NA
Clptm1	3182.318	0.3457057	0.04388127	2.187644e-15	9.859439e-15
Clptm1l	4140.262	0.3270196	0.03906356	3.893145e-17	1.879744e-16
Clpx	1509.784	-0.3687433	0.0436617	1.90314e-17	9.308747e-17
Clrn1	0.1233549	0.05548383	0.9673458	0.8325408	NA
Clrn2	0.6269651	-0.2227825	0.87638403	0.4513946	0.5713856
Clrn3	89.11942	9.157923	1.0368597	1.016885e-21	5.759839e-21
Clspn	1129.341	0.1060546	0.05943214	0.0706001	0.119076
Clstn1	9785.658	0.7177885	0.03320993	1.955871e-104	4.841835e-103
Clstn2	1.28793	0.05970307	0.6416125	0.8269281	0.8800845
Clstn3	2.760474	0.5584318	0.80180171	0.1132175	0.1816513
Clta	5499.225	0.1455836	0.03495199	2.849532e-05	7.304625e-05
Cltb	5549.733	0.1544939	0.03160656	9.236259e-07	2.651443e-06
Cltc	14618.55	-0.4207148	0.04304333	8.106014e-23	4.780256e-22
Clu	1428.894	0.2148032	0.04967385	1.270828e-05	3.355181e-05
Cluap1	337.2363	0.5238952	0.0892135	1.674203e-09	5.672999e-09
Cluh	2338.906	0.5974491	0.05164771	1.766548e-31	1.351321e-30
Clvs1	7.407159	-0.199381	0.41852497	0.4394211	0.5603983
Clvs2	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Clxn	1.224135	0.2664873	0.74672217	0.3744566	0.4951346
Clybl	1228.473	0.1939227	0.05006851	9.210043e-05	0.0002261274
Cmah	5.441797	0.5963406	0.63317114	0.07297043	0.122693
Cmas	5472.239	-0.3412444	0.03032506	1.496188e-29	1.086921e-28
Cmbl	488.4449	0.6017332	0.07698054	1.531989e-15	6.93476e-15
Cmc1	582.7558	0.3092595	0.06731019	3.039359e-06	8.41951e-06
Cmc2	235.6518	0.502887	0.10809276	1.348861e-06	3.829036e-06
Cmc4	53.90828	0.8726023	0.24750271	2.606298e-05	6.706086e-05
Cmip	5069.423	-0.4331958	0.03947999	2.804398e-28	1.974074e-27
Cmklr1	0.6221928	0.08528389	0.78437339	0.7598281	0.8354143
Cmpk1	2835.076	0.1831296	0.03956549	3.211672e-06	8.884922e-06
Cmpk2	51.22012	3.617834	0.32924487	2.182288e-29	1.57647e-28
Cmss1	307.7318	-0.2180766	0.09477274	0.01751034	0.03318815
Cmtm2b	0.1290614	0.05548383	0.9673458	0.8325408	NA
Cmtm3	160.9518	-3.04641	0.17241735	3.135975e-71	5.175486e-70
Cmtm4	4715.243	0.1462559	0.03097932	2.14885e-06	6.013169e-06
Cmtm6	3660.813	-0.3867259	0.03572491	1.587951e-27	1.095018e-26
Cmtm7	592.718	-0.404486	0.06710597	9.515817e-10	3.265141e-09
Cmtm8	561.6864	-3.264134	0.10139866	1.028752e-228	7.298838e-227
Cmtr1	2582.99	0.1765449	0.04219289	2.517289e-05	6.486765e-05
Cmtr2	485.157	0.02674315	0.07531551	0.7171643	0.8010482
Cmya5	2.019808	0.1716058	0.59411844	0.5359455	0.649736
Cnbd2	51.21166	0.05420655	0.20374429	0.7617696	0.8369696
Cnbp	10526.34	-0.08224397	0.03096408	0.007679849	0.01536267
Cndp1	0.3515282	-0.1812272	0.96420944	0.5209645	NA
Cndp2	2616.966	-0.2146953	0.03747111	8.374119e-09	2.727434e-08
Cnep1r1	763.4342	0.3838741	0.06103943	1.925353e-10	6.860691e-10
Cnfn	41.08173	-1.162503	0.32688395	1.084357e-05	2.880549e-05
Cnga1	0.3873997	-0.170471	0.99620944	0.5365794	NA
Cnga2	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Cnga3	53.46311	-0.7535776	0.21711205	5.777363e-05	0.0001441443
Cnga4	4.623918	-0.5623951	0.64207298	0.08846529	0.1456851
Cngb1	3.635158	0.567087	0.7141954	0.097685	0.1593567
Cngb3	0.2521764	0.1158603	0.97545846	0.6661708	NA
Cnih1	2354.969	0.1288224	0.04197207	0.002000659	0.004313001
Cnih2	8.264379	-0.1685945	0.39645494	0.5045575	0.6208412
Cnih3	1.726424	-0.05016326	0.66459498	0.854724	0.8985047
Cnih4	2308.175	0.5955655	0.04320281	9.323077e-44	9.375755e-43
Cnksr1	539.3347	-0.1708787	0.08217921	0.03308156	0.05968209
Cnksr2	0.980805	-0.01034728	0.68437528	0.9698766	0.9855337
Cnksr3	305.6399	-0.1681105	0.09567879	0.06949969	0.1174023
Cnmd	0.4906316	-0.2685393	0.98350414	0.3716021	NA
Cnn1	0.4664948	-0.296478	0.96320908	0.3364203	NA
Cnn2	4152.03	-0.8605967	0.03899885	3.276201e-109	8.583812e-108
Cnn3	2650.808	-2.477795	0.04177914	0	0
Cnnm1	2.830148	-1.009114	1.01162165	0.0269111	0.04935216
Cnnm2	322.1116	1.00748	0.10582508	3.967958e-23	2.368385e-22
Cnnm3	772.806	0.5038224	0.0633236	7.620291e-16	3.49386e-15
Cnnm4	958.7293	0.443179	0.06677183	1.653907e-11	6.227715e-11
Cnot1	9127.194	-0.05389758	0.04014459	0.176806	0.26715
Cnot10	1339.924	-0.06373125	0.04714484	0.1728841	0.2622412
Cnot11	893.5211	0.7051102	0.06102553	1.108817e-31	8.551603e-31
Cnot2	4352.12	0.2974565	0.03398831	1.520027e-18	7.733758e-18
Cnot3	2524.851	-0.120338	0.03764607	0.001308568	0.002887325
Cnot4	718.6136	-0.08390826	0.06315629	0.1776248	0.2682105
Cnot6	5617.334	-0.6476175	0.03248448	4.500486e-89	9.414087e-88
Cnot6l	3593.547	-0.05073145	0.03608487	0.1577339	0.2425145
Cnot7	5084.942	0.4981808	0.03133496	2.901818e-57	3.813554e-56
Cnot8	1871.279	-0.1863645	0.04808817	9.225977e-05	0.0002264917
Cnot9	2370.157	-0.3140433	0.03948588	1.272941e-15	5.7837e-15
Cnp	1396.881	0.811509	0.05823709	2.877583e-45	2.983957e-44
Cnppd1	1551.811	0.4784532	0.04676675	6.843593e-25	4.344798e-24
Cnpy1	108.5313	7.491008	0.7306403	1.544718e-26	1.032112e-25
Cnpy2	1697.235	1.136103	0.04594025	8.63031e-137	2.96969e-135
Cnpy3	1303.452	0.298779	0.05193793	6.313113e-09	2.071857e-08
Cnpy4	971.5479	0.3716068	0.05622301	2.393255e-11	8.927034e-11
Cnr1	1.257185	-0.1104854	0.63106308	0.6880805	0.7783292
Cnr2	0.7436557	0.1527502	0.76384997	0.5923757	0.7009508
Cnrip1	0.1290614	0.05548383	0.9673458	0.8325408	NA
Cnst	653.0858	0.5012911	0.06947189	2.313849e-13	9.487931e-13
Cntd1	5.136213	0.5861491	0.60046145	0.07134888	0.1202113
Cntf	31.50114	0.006355909	0.25003037	0.9753568	0.9891299
Cntfr	269.6057	-3.920527	0.16633022	5.231511e-124	1.609684e-122
Cntln	1.279625	0.2267105	0.73432587	0.4400669	0.5608358
Cntn1	4.796869	2.283649	1.37032329	0.001745925	0.003795153
Cntn2	3.262702	-0.184273	0.53270019	0.4984306	0.6149563
Cntn3	1.390106	-0.03974766	0.6438018	0.8840341	0.9195309
Cntn4	0.3604938	0.1889698	0.96598253	0.505469	NA
Cntn5	2.28281	0.1103345	0.57808003	0.6840315	0.7749405
Cntn6	0.2499947	-0.1107532	0.97432507	0.6793405	NA
Cntnap1	495.4316	1.611511	0.08224013	1.804857e-86	3.638973e-85
Cntnap2	1.836305	0.09164117	0.5913068	0.7353316	0.8154728
Cntnap3	0.6197234	-0.2160666	0.87734364	0.4632942	0.582319
Cntnap4	1.145723	0.04776997	0.69893922	0.8622924	0.9036082
Cntnap5a	0.5046295	0.1377924	0.89923591	0.6233774	NA
Cntnap5b	0.7401295	0.3589467	1.06202627	0.2600318	0.3702494
Cntnap5c	0.7396497	0.2746225	0.95035597	0.3662792	0.4867534
Cntrl	1001.182	0.1140396	0.05518993	0.03661115	0.06552305
Cntrob	854.5908	0.2182598	0.06260503	0.0004036019	0.0009383744
Coa3	1441.08	0.7636804	0.05447489	1.257014e-45	1.313376e-44
Coa4	281.9802	0.7727073	0.10006208	1.127041e-15	5.13322e-15
Coa5	2629.643	0.2600554	0.03504124	8.949523e-14	3.735784e-13
Coa6	376.4866	0.3963001	0.09258609	1.066908e-05	2.836021e-05
Coa7	441.8685	0.1766788	0.08159904	0.02652729	0.04872938
Coa8	411.6641	-0.2434763	0.08900526	0.004893518	0.0100599
Coasy	893.5286	-0.06286807	0.06886422	0.3530858	0.4724318
Cobl	3692.433	-2.649026e-05	0.03060358	0.999307	0.9997166
Cobll1	717.6271	-0.9649279	0.07292513	1.496529e-41	1.436417e-40
Coch	0.5008166	0.005000896	0.79963175	0.9855151	NA
Cog1	948.1131	-0.2697895	0.06365765	1.701446e-05	4.452225e-05
Cog2	1062.43	-0.1411322	0.0582498	0.01412408	0.02715391
Cog3	2838.172	-0.1685391	0.04099435	3.500019e-05	8.907962e-05
Cog4	1540.806	0.2213516	0.04731991	2.384224e-06	6.653783e-06
Cog5	1598.149	-0.09722108	0.04972181	0.04843452	0.08460776
