gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
Gm13594	0.9619745	-0.2012274	0.78184148	0.1517263	NA
Gm13596	0.3248283	-0.001002421	0.59269891	0.9921383	NA
Gm13599	0.9826483	-0.08575834	0.57144726	0.4165977	NA
Gm13629	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm13648	105.6079	-0.4192463	0.20796465	0.001768466	0.006208709
Gm13652	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm13653	9.059517	-0.1328563	0.3154843	0.2266903	0.3854569
Gm13657	40.01716	-0.01752997	0.17718587	0.8538501	0.9191165
Gm13707	4.085126	0.1043109	0.36445534	0.3054647	0.4773735
Gm13710	0.2648279	0.05201732	0.66959292	0.6322105	NA
Gm13715	0.9679241	-0.05601086	0.49648634	0.5628142	NA
Gm13748	1.064744	0.1632071	0.71113179	0.2023823	NA
Gm13752	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm13770	1.020519	0.1749508	0.70510266	0.1785933	NA
Gm13778	2.055756	-0.07257444	0.40638605	0.4437269	0.6190269
Gm13782	0.2928667	0.009642462	0.60868926	0.925328	NA
Gm13790	231.7997	-0.273333	0.12573422	0.004272158	0.01374898
Gm13799	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm13816	98.20729	-0.7181347	0.25962699	9.817105e-05	0.0004487272
Gm13817	0.2697489	0.009458408	0.62036047	0.9272649	NA
Gm13821	12.62451	2.926244	0.75227066	2.087194e-06	1.234267e-05
Gm13822	7.160115	0.1249051	0.32092875	0.2471419	0.4104242
Gm13830	8.472098	-0.04112635	0.25334885	0.665283	0.7986577
Gm13832	2.455107	-0.05025963	0.35196211	0.5802118	0.7376462
Gm13840	9.484753	0.0283519	0.24226556	0.7640736	0.8641309
Gm13846	0.42346	0.02796354	0.56881447	0.7809639	NA
Gm13847	0.6726418	0.03582058	0.52125043	0.7124141	NA
Gm13855	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm13872	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm13884	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm13889	3.375175	0.01868932	0.3123754	0.8333628	0.907651
Gm13912	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm13919	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm13923	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm13985	1.727201	-0.1143699	0.50577961	0.2823587	0.4515838
Gm13986	1.514945	0.01018675	0.36472329	0.9065781	0.9482865
Gm13990	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm14002	0.7095511	-0.05519757	0.52219869	0.5756408	NA
Gm14009	4.139764	0.02224014	0.28680026	0.8068228	0.8903065
Gm14010	1.530934	0.1171395	0.52406156	0.2773028	0.4465045
Gm14015	0.2706129	-0.03723025	0.65275048	0.7269156	NA
Gm14023	10.3389	0.04699544	0.24242799	0.6252202	0.7701861
Gm14037	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm14051	6.000437	-0.1094664	0.57658934	0.3172672	0.4898507
Gm14055	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm14057	15.30237	0.03227294	0.22191186	0.7354748	0.8451108
Gm14089	0.5576478	0.07051678	0.56599276	0.4951809	NA
Gm14137	1937.056	0.390757	0.04926443	6.542466e-17	1.00863e-15
Gm14151	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm14154	16.01308	-0.007957935	0.2202859	0.9328592	0.963505
Gm14164	0.682232	-0.05098616	0.54584398	0.6104632	NA
Gm14167	3.431376	0.05306942	0.34133005	0.5624742	0.7235752
Gm14169	0.5498668	-0.09152448	0.63830763	0.410017	NA
Gm14200	2.19281	-0.01833312	0.35218674	0.8335587	0.9077263
Gm14204	0.4188232	-0.05845019	0.60918835	0.5793995	NA
Gm14206	3.555422	0.05872403	0.31623713	0.5310749	0.6971647
Gm14207	9.854277	-0.3362606	0.48046995	0.0369009	0.08962594
Gm14218	0.4322362	0.04171785	0.55544183	0.6772014	NA
Gm14221	0.2823097	-0.0394157	0.63746003	0.7097024	NA
Gm14229	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm14230	104.267	-0.2150123	0.17685628	0.05023148	0.115537
Gm14232	1.169328	0.01726591	0.39530548	0.8440657	NA
Gm14246	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm14261	0.2967057	0.009751388	0.60688924	0.9244023	NA
Gm14267	1.303942	-0.1562342	0.62127823	0.1971573	NA
Gm14275	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm14279	6.27321	0.04836051	0.27371425	0.6097942	0.7591686
Gm14285	0.2703598	0.009559186	0.62006681	0.9264806	NA
Gm14288	26.99994	0.04096411	0.18922297	0.6707648	0.8028803
Gm14295	210.5765	-0.0265182	0.10929786	0.7520009	0.8560284
Gm14296	315.0268	-0.09706526	0.09891277	0.2222144	0.3800154
Gm14305	38.14182	0.05144669	0.17330916	0.5942173	0.7473703
Gm14308	5.493773	-0.2588073	1.12382723	NA	NA
Gm14317	2.871213	-0.04986639	0.34560181	0.5835885	0.7401723
Gm14320	0.7632763	-0.0583642	0.54554298	0.5620599	NA
Gm14321	59.14599	-0.2193858	0.21413094	0.06222465	0.1379413
Gm14322	341.8723	-0.1574867	0.09717325	0.04782419	0.1112646
Gm14325	407.3455	-0.4412449	0.10317963	4.019342e-07	2.609529e-06
Gm14326	384.6672	-0.3454758	0.12597615	0.0003958696	0.001604198
Gm14330	0.2823012	-0.03942718	0.63748114	0.709627	NA
Gm14340	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm14372	0.53386	-0.01221045	0.50898434	0.8980995	NA
Gm14377	7.868783	-0.2346393	0.41897912	0.08180199	0.1725687
Gm14379	1.392018	-0.03437006	0.41175441	0.7013767	0.8234815
Gm14391	98.64786	-0.4001928	0.23158169	0.004138521	0.01337031
Gm14393	6.11632	-0.1697562	0.42329908	0.1502325	0.2807375
Gm14399	114.8918	-0.1437716	0.15073173	0.1476907	0.276989
Gm14402	0.4077126	-0.01258795	0.54267856	0.8978822	NA
Gm14403	3.465748	-0.01038946	0.30525245	0.9069324	0.9484933
Gm14408	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm14410	199.7486	-0.03028267	0.10627445	0.714032	0.8314241
Gm14419	2.306272	0.02890589	0.55231266	0.7710337	0.868927
Gm14421	11.38648	0.05921298	0.24103202	0.5446272	0.7089714
Gm14424	0.4399595	0.09555092	0.66716037	0.4002433	NA
Gm14438	19.18021	0.04597189	0.22226187	0.634379	0.7768944
Gm14486	1.111063	-0.1207889	0.5793739	0.279205	NA
Gm14487	1.542205	0.01374988	0.35587959	0.8743537	0.9299992
Gm14488	3.22837	-0.01505925	0.31770323	0.8645527	0.925275
Gm14502	2.016576	0.08653389	0.41599484	0.3755114	0.5533339
Gm14541	0.5875379	0.0226404	0.48745606	0.8094502	NA
Gm14569	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm14634	1.256512	-0.1420919	0.61514772	0.22802	NA
Gm14635	0.4269552	0.04243886	0.55771887	0.6726254	NA
Gm14636	1.949652	-0.02544903	0.35550967	0.7717735	0.8693324
Gm14681	180.2474	0.07477933	0.11827779	0.3945449	0.5722806
Gm14692	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm14703	2.003239	-0.02305919	0.34341066	0.792725	0.8821161
Gm14707	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm14718	0.4479702	0.04294036	0.57802462	0.6738441	NA
Gm14719	3.43784	-0.04076916	0.31049654	0.6550084	0.7923245
Gm14725	0.2902466	0.009674969	0.60997024	0.9251374	NA
Gm14744	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm14762	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm14769	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm14808	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm14809	0.8325801	-0.08249327	0.52012301	0.4168165	NA
Gm14812	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm14816	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm14827	1.570108	0.04548232	0.37935806	0.6132857	0.7618928
Gm14853	54.43726	-0.1533784	0.19715005	0.1556121	0.288581
Gm14858	0.7302077	0.000587229	0.47156228	0.9949191	NA
Gm14862	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm14963	14.66809	0.03355759	0.22126881	0.7256654	0.838539
Gm14966	1.186676	0.06304233	0.47474266	0.5119539	NA
Gm15050	8.681076	-0.1859471	0.35825211	0.1283939	0.2480764
Gm15063	2.25462	0.1942124	0.57485622	0.1283147	0.2480073
Gm15104	0.9697936	0.1577804	0.68646798	0.2082796	NA
Gm15107	0.4348671	-0.06406625	0.64547499	0.5546452	NA
Gm15133	0.408017	-0.06477962	0.62370086	0.5450953	NA
Gm15143	0.2967577	0.009806327	0.60688275	0.923978	NA
Gm15199	2.248251	-0.10581	0.459973	0.3033428	0.4749443
Gm15201	0.3097805	0.05851198	0.67797904	0.5939596	NA
Gm15222	73.67469	-0.6953899	0.26579945	0.0001540861	0.0006799053
Gm15230	0.8666198	0.2308038	0.86591274	0.1288751	NA
Gm15232	3.301369	0.4517002	0.91800431	0.03045959	0.07621403
Gm15246	37.94649	0.04376641	0.17349843	0.6489363	0.7878052
Gm15247	2.171584	0.001886284	0.35245251	0.9826341	0.9904128
Gm15247_1	1.943589	0.002574154	0.35958995	0.9762939	0.9866648
Gm1527	0.4099573	-0.06509702	0.62367664	0.5432355	NA
Gm15270	3.235943	-0.08637474	0.36362328	0.3763651	0.5542201
Gm15283	21.01248	-0.09403293	0.22147886	0.3588666	0.5357242
Gm15295	0.4366182	0.04249335	0.55522858	0.6716416	NA
Gm15318	0.7542115	0.04515145	0.52053937	0.6439536	NA
Gm15322	0.2823039	-0.03942348	0.63747435	0.7096513	NA
Gm15326	0.4251597	0.04169273	0.55730005	0.6778203	NA
Gm15327	0.2823796	-0.03933442	0.63730564	0.7102358	NA
Gm15328	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm15337	1.388519	-0.03753291	0.41936046	0.6775462	0.8079708
Gm15340	3.187863	0.004903517	0.32261392	0.9553781	0.9762075
Gm15345	1.499722	-0.1402529	0.6035766	0.2299064	0.3893809
Gm15348	0.4566896	0.04432077	0.5773907	0.6641116	NA
Gm15350	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm15351	1.300803	-0.02654189	0.39140387	0.7635345	NA
Gm15353	1.725441	-0.06370748	0.40058776	0.493713	0.6640397
Gm15384	7.637888	-0.2447489	0.43327235	0.07520291	0.1611033
Gm15396	0.8631332	-0.08021319	0.52979695	0.4312905	NA
Gm15401	1.173492	0.07095425	0.44312388	0.4579903	NA
Gm15408	3.439353	-0.1425333	0.4506842	0.1998674	0.3500417
Gm15411	3.437853	-0.04327916	0.31518005	0.6355206	0.7777505
Gm15417	102.856	-0.02479748	0.13458115	0.7865891	0.8785803
Gm15418	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm15419	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm15420	0.6858646	-0.006474399	0.47917702	0.94441	NA
Gm15421	13.65437	0.008976371	0.219888	0.9243177	0.9582246
Gm15423	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm15441	31.50381	-0.1124657	0.21223175	0.2820352	0.4513445
Gm15446	6.494252	-0.1148221	0.32694524	0.2758616	0.4449551
Gm15455	3.481077	0.07541915	0.33353416	0.4329503	0.6083928
Gm15469	0.2732861	-0.03863625	0.64103025	0.7156001	NA
Gm15471	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm15473	10.3973	0.06374224	0.24981599	0.5158379	0.6833405
Gm15478	0.4630177	0.05641036	0.56857278	0.581225	NA
Gm15482	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm15483	8.113119	0.07318329	0.28374351	0.4561838	0.6307971
Gm15489	10.0469	0.08200125	0.26414312	0.414887	0.5902707
Gm15496	0.6371663	0.131856	0.72914217	0.2847879	NA
Gm15501	249.3834	-0.02301903	0.09784739	0.7696054	0.8678415
Gm15506	11.36478	-0.1416358	0.30304825	0.2060437	0.3588918
Gm15509	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm15510	1.595333	-0.01043557	0.38218488	0.90462	0.946971
Gm15518	0.4433353	0.04215556	0.5783215	0.6793944	NA
Gm15520	0.4509748	0.0979587	0.66909659	0.3903975	NA
Gm15521	5.092996	0.05470455	0.29198399	0.5628067	0.723791
Gm15523	0.2697263	0.009610216	0.62042117	0.9261052	NA
Gm15524	4.213316	0.1211364	0.36290581	0.2529222	0.4174301
Gm15527	0.7447975	0.04331815	0.48055779	0.6467898	NA
Gm1553	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm15541	10.75276	-0.08194674	0.26574017	0.4149378	0.5902707
Gm15543	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm15545	36.67387	-0.2441931	0.26077617	0.05606544	0.1267005
Gm15555	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm15558	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm15559	1.99922	0.08813655	0.43521911	0.3704774	0.5481219
Gm15564	220.8325	-0.01014001	0.16973418	0.9148775	0.9527151
Gm1559	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm15601	0.7373991	0.04602295	0.50412498	0.6333842	NA
Gm15609	1.16896	-0.01781488	0.40475686	0.8399217	NA
Gm15612	2.271106	-0.1185519	0.45983154	0.26163	0.4278939
Gm15624	0.9816122	-0.168439	0.74560405	0.1993306	NA
Gm15638	0.7149744	0.09044054	0.6005905	0.4035374	NA
Gm15651	0.6951109	-0.003286082	0.46009691	0.9713011	NA
Gm15658	2.643067	-0.005192385	0.32357638	0.9527287	0.9744635
Gm15663	61.66317	0.03590812	0.15239695	0.7037472	0.8246362
Gm15682	29.24423	-0.01395494	0.18408992	0.883389	0.9347117
Gm15689	0.4416001	-0.01311196	0.53408132	0.8929181	NA
Gm15694	12.99783	-0.08061324	0.24634343	0.4234521	0.5986302
Gm15704	0.4348671	-0.06406625	0.64547499	0.5546452	NA
Gm15706	17.21455	-0.02909267	0.20961281	0.7608251	0.8622325
Gm15708	10.03822	0.004401918	0.24010968	0.9624622	0.9803682
Gm15722	5.277972	-0.06157431	0.29291891	0.5196397	0.6870601
Gm15723	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm15728	1.676253	-0.1231373	0.50724094	0.2554925	0.4202022
Gm15736	0.2802678	-0.03899811	0.63794819	0.7126447	NA
Gm15737	0.2753189	-0.03894712	0.64037296	0.7133662	NA
Gm15742	2.775719	0.05324331	0.34651713	0.5606264	0.7220731
Gm15743	7.574675	0.002746905	0.25998803	0.9762405	0.9866648
Gm15760	10.77833	-0.02148253	0.23655635	0.8197852	0.8988406
Gm15762	1.271658	-0.3386625	0.98728617	0.06689649	NA
Gm15764	1.914611	0.01415237	0.34545587	0.8709509	0.9281174
Gm15767	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm15772	507.3343	0.09905588	0.0786489	0.1413902	0.2678595
Gm15774	0.5653243	-0.101673	0.63007798	0.3635621	NA
Gm15787	0.3097805	0.05851198	0.67797904	0.5939596	NA
Gm15793	19.24268	0.06480898	0.21293138	0.5113285	0.6795406
Gm15813	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm15816	0.5655124	0.07021522	0.56390017	0.4962432	NA
Gm15831	1.129454	-0.009588672	0.4311398	0.9145663	NA
Gm15834	3.245482	-0.02003224	0.3201755	0.820852	0.8994622
Gm15848	5.370076	0.04048016	0.2854397	0.663094	0.7972824
Gm15850	1.424235	-0.07422339	0.46537476	0.4449101	0.6203183
Gm15860	7.359293	-0.03851442	0.26297474	0.6826983	0.8109782
Gm15866	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm15867	14.50894	-0.1165087	0.2733498	0.2756279	0.4447856
Gm15870	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm15881	0.2928674	0.009643448	0.60868925	0.9253204	NA
Gm15886	0.5846708	0.02121425	0.5053552	0.8237992	NA
Gm15889	18.82123	-0.06365736	0.22078522	0.5184116	0.6857142
Gm15894	2.91134	-0.03738931	0.32751472	0.6773208	0.8077569
Gm15908	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm15910	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm15912	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm15915	0.6936852	-0.006966978	0.47833719	0.9401488	NA
Gm15918	0.7177679	-0.0546065	0.52272631	0.5796927	NA
Gm15927	13.31823	-0.1532623	0.31224352	0.1810196	0.3247276
Gm15934	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm15935	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm15938	0.270384	0.009435936	0.62001458	0.9274223	NA
Gm15939	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm15946	0.4134778	-0.06567196	0.62364484	0.5398816	NA
Gm15952	0.4056811	-0.01237091	0.54315322	0.8996681	NA
Gm15958	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm15983	3.481865	0.0271266	0.31046838	0.7622078	0.8630778
Gm15984	0.405664	-0.01215446	0.54306974	0.9014042	NA
Gm15987	0.5433753	-0.09045351	0.63742204	0.4146754	NA
Gm15991	1.32825	-0.01444312	0.39209256	0.8689489	NA
Gm15998	1.137897	-0.01122583	0.40056233	0.8982098	NA
Gm1600	36.09056	0.2133942	0.24013927	0.07741751	0.1650228
Gm16001	86.27513	-0.1305614	0.15324332	0.1878944	0.3340661
Gm16008	109.5195	-0.0288428	0.1442362	0.7571786	0.8601522
Gm16010	0.9885949	-0.03193777	0.41862019	0.7219457	NA
Gm16016	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm16023	5.667626	0.2343735	0.47931634	0.08371168	0.1758926
Gm1604a	1.548669	-0.04777859	0.39161549	0.5974749	0.750366
Gm16058	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm16062	25.26637	-0.01853608	0.18743886	0.84574	0.9151337
Gm16063	0.5412257	-0.08286556	0.65235155	0.4552086	NA
Gm16069	4.591154	-0.003232278	0.29272401	0.9712346	0.9837369
Gm16083	0.789568	-0.004645914	0.46646233	0.959653	NA
Gm16084	0.2998481	0.009710081	0.60539522	0.9246494	NA
Gm16086	0.2706129	-0.03723025	0.65275048	0.7269156	NA
Gm16090	1.805049	0.01530149	0.35804948	0.8604169	0.9227141
Gm16096	65.94031	0.06511342	0.15359343	0.4962374	0.6664149
Gm16104	14.98346	-1.754573	0.83660807	0.0001492042	0.0006601874
Gm16116	1.35349	0.05511064	0.41777087	0.5501616	NA
Gm16118	1.18091	-0.02925599	0.42525941	0.7448528	NA
Gm16124	10.47503	-0.07304304	0.25477294	0.4622186	0.6361325
Gm16130	0.2732817	-0.03863546	0.64103445	0.7156061	NA
Gm16136	252.1523	0.09001987	0.10179108	0.2659458	0.4330182
Gm16141	0.5705441	-0.03505392	0.52011093	0.7179389	NA
Gm16142	0.2899114	-0.03869044	0.65414539	0.717102	NA
Gm16146	0.7444125	0.04871987	0.48747966	0.6098543	NA
Gm16150	0.6967573	-0.04210851	0.50784502	0.6625696	NA
Gm16158	0.8927476	0.06913588	0.52013925	0.4887874	NA
Gm16159	0.6940993	-0.002595225	0.46011884	0.9773323	NA
Gm16160	0.5993589	0.02165256	0.50307728	0.8199047	NA
Gm16163	2.489567	-0.02016378	0.34605946	0.8176866	0.8976288
Gm16168	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm16170	0.9565038	-0.001029379	0.44196321	0.9908752	NA
Gm16174	26.27752	-0.08336268	0.20797863	0.4078514	0.5837124
Gm16191	0.2928756	0.009655181	0.60868912	0.9252299	NA
Gm16196	0.8667546	0.1630738	0.70660983	0.2016541	NA
Gm16201	3.301955	-0.01249015	0.31492354	0.8875343	0.9365043
Gm16206	0.5400942	-0.03408659	0.52466002	0.7262521	NA
Gm16208	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm16214	0.450709	0.09790152	0.66904944	0.3906281	NA
Gm16217	3.818451	-0.1528448	0.44670031	0.1790333	0.3220913
Gm16222	0.5899141	0.02072944	0.50403103	0.8275439	NA
Gm16225	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm16239	1.217935	-0.1283434	0.61240338	0.2646944	NA
Gm16244	6.420747	-0.1161086	0.32973306	0.2715232	0.4398175
Gm16246	0.2829303	-0.03955901	0.63733844	0.7087009	NA
Gm16251	0.4306188	-0.0122264	0.56142043	0.9022503	NA
Gm16252	0.4608522	-0.05727832	0.59571696	0.5831795	NA
Gm16254	0.5718334	-0.03515634	0.52000692	0.717142	NA
Gm16263	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm1627	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm16279	1.246874	0.007920448	0.38807697	0.92762	NA
Gm16283	4.053936	0.1058818	0.34656737	0.3021837	0.4737626
Gm16287	1.8606	0.01841907	0.34900264	0.8328898	0.9073352
Gm16315	0.2726504	-0.03853666	0.64126677	0.7163198	NA
Gm16316	0.2998478	0.009709266	0.60539511	0.9246557	NA
Gm16322	0.56158	-0.02940515	0.49735658	0.7568094	NA
Gm16341	14.69465	-0.000956682	0.2292827	0.9918829	0.9959564
Gm16344	1.719992	-0.06257553	0.40147147	0.5006283	0.6699057
Gm16348	3.494008	-0.08084503	0.35225555	0.4031054	0.5797052
Gm16350	1.001003	0.3408805	1.01990755	0.06866098	NA
Gm16351	0.9838491	0.01693497	0.42668931	0.8496246	NA
Gm16364	1.930198	-0.0964786	0.4382179	0.3355896	0.5102507
Gm16367	0.412033	-0.06056463	0.64655588	0.5755244	NA
Gm16386	11.66863	-0.2964843	0.41772678	0.04764642	0.1109414
Gm16401	2.927113	-0.09506275	0.39032821	0.3384126	0.5133439
Gm16440	0.3097805	0.05851198	0.67797904	0.5939596	NA
Gm1647	0.2899114	-0.03869044	0.65414539	0.717102	NA
Gm16508	0.2899114	-0.03869044	0.65414539	0.717102	NA
Gm16523	0.5582727	-0.1004345	0.62874969	0.368281	NA
Gm1653	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm16537	1.951414	-0.04855279	0.37920264	0.5912958	0.7452685
Gm16551	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm16553	0.6000223	0.02190639	0.50313783	0.8178553	NA
Gm16573	0.282931	-0.03955794	0.63733651	0.7087079	NA
Gm16576	51.01777	0.03733859	0.16210505	0.6951052	0.8189411
Gm16582	0.3097805	0.05851198	0.67797904	0.5939596	NA
Gm16596	6.303325	-0.01740738	0.2627268	0.850712	0.9177656
Gm16599	1.686292	0.08001375	0.41616182	0.4062927	0.5823827
Gm16617	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm16619	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm16630	0.5145427	0.003642357	0.51260939	0.9695906	NA
Gm16638	21.47169	0.002162687	0.1968551	0.9818224	0.9899902
Gm16675	22.50261	0.57815	0.45143079	0.00536435	0.01682642
Gm16677	0.4321882	-0.01147019	0.56067072	0.908204	NA
Gm16685	2.222441	2.362144	2.27731231	0.00187084	0.006540682
Gm16701	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm16702	0.9122887	0.1307998	0.65839419	0.2696844	NA
Gm16712	6.732607	-0.03536373	0.26803516	0.7054115	0.8258578
Gm16731	0.3141949	0.06397455	0.65483897	0.5573088	NA
Gm16740	22.65654	-0.009994206	0.19237738	0.9162587	0.9534656
Gm16754	69.48926	-1.309459	0.26309202	1.231553e-08	9.658428e-08
Gm16759	0.2703828	0.009441226	0.62001689	0.9273819	NA
Gm16793	0.4638241	0.04456157	0.57577874	0.662068	NA
Gm16794	3.723162	-0.01049041	0.31212987	0.905544	0.9477125
Gm16796	0.4326033	-0.01264273	0.53606922	0.8968879	NA
Gm16833	0.4378495	-0.01312938	0.53502864	0.8928605	NA
Gm16835	1.423524	-0.03239061	0.41083716	0.7171815	0.8329675
Gm16845	12.29216	0.02826329	0.23022813	0.7660314	0.8657794
Gm16853	1.549825	-0.0174284	0.36305375	0.8414568	0.9128204
Gm16861	6.080363	0.08527505	0.30819962	0.3910255	0.568512
Gm16863	0.5632388	-0.1013031	0.62967397	0.3649622	NA
Gm16867	927.9195	-0.03770168	0.06298163	0.4973147	0.6675046
Gm16876	0.2648279	0.05201732	0.66959292	0.6322105	NA
Gm16892	0.8591392	-0.08002065	0.52715545	0.4314725	NA
Gm16897	5.219651	-0.007142371	0.27485365	0.9375448	0.9654761
Gm16907	2.464322	0.04815986	0.36350886	0.5940966	0.7473703
Gm16938	29.12639	0.03703691	0.18876773	0.6999934	0.8223519
Gm16958	5.397897	0.05899373	0.29781924	0.5341055	0.700053
Gm16973	45.09491	0.03226201	0.16602523	0.7349501	0.8447841
Gm16982	0.5400047	-0.0340292	0.52461429	0.7266769	NA
Gm16998	1.103421	0.1098732	0.5541709	0.3095396	NA
Gm17019	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm17021	1.291225	-0.06505427	0.45671144	0.4951525	NA
Gm17025	1.315126	-0.02119773	0.40583068	0.8105269	NA
Gm17029	0.4133229	-0.06564675	0.62364601	0.5400283	NA
Gm17039	1.970974	0.03291348	0.3460131	0.7104152	0.8292188
Gm17057	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm17089	2.099136	-0.0335859	0.35016515	0.704727	0.8254851
Gm17102	3.57615	0.01469768	0.30002038	0.8694798	0.9277583
Gm17112	0.5574021	0.06975008	0.56466089	0.499136	NA
Gm17115	0.2753193	-0.03894726	0.64037186	0.713365	NA
Gm17141	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm17149	1.057953	0.09489196	0.54261411	0.3656958	NA
Gm17160	0.4295188	-0.01214675	0.56171723	0.9029048	NA
Gm17182	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm17197	5.179663	0.174256	0.41785164	0.1436641	0.2712899
Gm1720	0.2802692	-0.0389966	0.63794528	0.7126546	NA
Gm17202	3.048443	0.006247048	0.32636517	0.943068	0.9692643
Gm17215	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm17224	2.219402	0.002834482	0.33055064	0.9740788	0.9853936
Gm17232	1.127238	0.0594871	0.45229442	0.5285461	NA
Gm17244	3.427059	-0.02040507	0.29935536	0.8203538	0.8991405
Gm17249	2.835744	-0.1368906	0.44216837	0.2118875	0.3663808
Gm17250	0.858236	0.06842082	0.48567247	0.4827778	NA
Gm17308	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm17315	2.908716	0.04343296	0.32565387	0.632292	0.7751775
Gm17324	0.27265	-0.03853658	0.64126727	0.7163205	NA
Gm17330	782.8361	-0.1950082	0.09146522	0.01143901	0.03276412
Gm17344	0.954834	-0.1729849	0.75156176	0.1918165	NA
Gm17382	0.4568616	0.04438126	0.57742469	0.6637012	NA
Gm17396	1.726555	-0.05870589	0.41100134	0.5257923	0.6926098
Gm17399	1.586829	-0.04717604	0.40083191	0.6026705	0.7540026
Gm17415	3.476196	0.05007412	0.31720039	0.587185	0.7421369
Gm17455	25.69883	-0.1947355	0.2757231	0.1092227	0.2182591
Gm17484	4.417176	-0.01527077	0.28529962	0.8661817	0.9260383
Gm17501	6.130226	-0.1975788	0.42143037	0.1148212	0.227428
Gm17509	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm17518	10.0948	0.0389222	0.24463317	0.6828566	0.8109842
Gm17546	3.853972	-0.01296322	0.30508042	0.8841825	0.9351349
Gm17586	86.96794	0.07585008	0.1455938	0.4245158	0.599922
Gm17597	0.4378303	-0.01317355	0.53505591	0.8925056	NA
